you 	77 603 98 614
have 	101 603 129 614
failed 	132 603 162 614
to 	164 603 176 614
report 	180 603 212 614
all 	216 603 229 614
interest 	232 603 273 614
and 	277 603 298 614
dividends 	301 603 354 614
on 	358 603 372 614
your 	375 603 400 614
tax 	403 603 421 614
return	424 603 455 614
. 	457 603 459 614
For 	464 603 481 614
real 	486 603 505 614
estate 	508 603 543 614
transactions	546 603 613 614
, 	614 603 617 614
item 	621 603 644 614
2 	647 603 656 614
does 	658 603 685 614
not 	689 603 707 614
apply	710 603 741 614
. 	741 603 743 614
For 	748 603 766 614
mortgage 	770 603 823 614
interest 	826 603 867 614
paid	869 603 894 614
,	894 603 898 614
acquisition 	78 613 138 625
or 	142 613 153 624
abandonment 	156 613 233 624
of 	237 613 248 624
secured 	251 613 295 624
property	299 613 346 624
, 	346 613 350 624
cancellation 	353 613 419 624
of 	423 613 434 624
debt	437 613 462 624
, 	462 613 464 624
contributions 	469 613 541 624
to 	546 613 556 624
an 	559 613 573 624
individual 	576 613 628 624
retirement 	633 613 688 624
arrangement 	692 613 761 624
(	765 613 769 624
IRA	768 613 789 624
)	787 613 791 624
, 	791 613 795 624
and 	798 613 819 624
generally	823 613 873 624
, 	873 613 876 624
payments	879 613 932 624
other 	79 624 107 635
than 	110 624 135 634
interest 	136 624 179 634
and 	183 624 204 634
dividends	207 624 261 634
, 	261 624 264 634
you 	267 624 287 634
are 	291 624 308 634
not 	312 624 330 634
required 	334 624 380 634
to 	383 624 395 634
sign 	397 624 420 634
the 	424 624 442 634
certification	445 624 509 634
, 	510 624 512 634
but 	516 624 534 634
you 	537 624 558 634
must 	562 624 589 634
provide 	593 624 634 634
your 	637 624 662 634
correct 	665 624 704 634
TIN	707 624 726 634
. 	726 624 729 634
See 	734 624 755 634
the 	759 624 776 634
instructions 	779 624 843 634
for 	847 624 862 634
Part 	865 624 888 634
II	889 624 896 634
, 	898 624 901 634
later	906 624 928 634
.	926 624 930 634
Sign	76 644 115 654
Signature 	145 648 200 656
of	202 648 215 656
Here 	76 655 118 663
U.S. 	145 658 168 666
person 	172 658 212 665
►	211 658 222 665
Amy 	235 648 304 673
Smith	285 645 356 670
General 	77 677 163 690
Instructions	171 677 300 690
Section 	79 697 123 706
references 	127 697 187 705
are 	191 697 210 705
to 	213 697 225 705
the 	229 697 247 705
Internal 	251 697 293 705
Revenue 	298 697 349 705
Code 	352 697 384 705
unless 	388 697 425 705
otherwise	429 697 486 705
noted	78 708 113 716
.	113 708 117 715
Future 	79 721 119 732
developments	121 721 209 731
. 	211 721 213 731
For 	217 721 237 731
the 	240 721 258 731
latest 	263 721 295 731
information 	298 721 364 731
about 	367 721 402 731
developments	405 721 487 731
related 	80 732 119 741
to 	122 732 134 741
Form 	138 732 167 741
W	171 732 185 741
-	184 732 188 741
9 	188 732 196 741
and 	199 732 222 741
its 	226 732 239 741
instructions	242 732 310 741
, 	311 732 313 741
such 	317 732 345 741
as 	349 732 363 741
legislation 	367 732 425 741
enacted	428 732 476 741
after 	79 742 106 752
they 	108 742 134 751
were 	137 742 165 751
published	169 742 226 751
, 	226 742 229 751
go 	233 742 248 751
to 	252 742 264 751
www.irs.gov/FormW9	267 742 394 751
.	393 742 398 751
Purpose 	79 759 155 773
of 	162 759 181 772
Form	187 759 234 772
An 	76 778 98 788
individual 	99 778 152 788
or 	157 778 169 788
entity 	172 778 205 788
(	207 778 212 788
Form 	212 778 242 788
W	245 778 258 788
-	258 778 262 788
9 	262 778 270 788
requester	274 778 329 788
) 	328 778 332 788
who 	336 778 361 788
is 	364 778 374 788
required 	378 778 425 788
to 	430 778 441 788
file 	444 778 461 788
an	465 778 479 788
information 	79 788 143 798
return 	149 788 182 797
with 	186 788 209 797
the 	213 788 232 797
IRS 	236 788 257 797
must 	261 788 289 797
obtain 	293 788 329 797
your 	332 788 359 797
correct 	362 788 404 797
taxpayer	407 788 458 797
identification 	77 798 152 809
number 	157 798 201 808
(	205 798 212 808
TIN	208 798 227 808
) 	229 798 232 808
which 	235 798 269 808
may 	274 798 299 808
be 	302 798 316 808
your 	320 798 346 808
social 	350 798 383 808
security 	387 798 434 808
number	437 798 481 808
(	77 809 83 819
SSN	82 809 108 819
)	108 809 111 819
, 	112 809 115 819
individual 	118 809 173 819
taxpayer 	178 809 229 819
identification 	232 809 305 819
number 	310 809 355 819
(	358 809 361 819
ITIN	362 809 385 819
)	385 809 388 819
, 	390 809 392 819
adoption	397 809 447 819
taxpayer 	79 819 129 829
identification 	133 819 207 829
number 	211 819 256 829
(	259 819 263 829
ATIN	262 819 290 829
)	291 819 295 829
, 	295 819 298 829
or 	302 819 314 829
employer 	317 819 372 829
identification 	375 819 449 829
number	454 819 499 829
(	76 829 83 839
EIN	82 829 102 839
)	102 829 106 839
, 	107 829 109 839
to 	113 829 125 839
report 	129 829 163 839
on 	167 829 182 839
an 	185 829 199 839
information 	204 829 269 839
return 	273 829 306 839
the 	311 829 329 839
amount 	333 829 377 839
paid 	381 829 406 839
to 	411 829 421 839
you	424 829 446 839
, 	447 829 449 839
or 	453 829 466 839
other	469 829 500 839
amount 	78 840 126 849
reportable 	127 840 186 849
on 	190 840 204 849
an 	208 840 222 849
information 	227 840 292 849
return	296 840 329 849
. 	330 840 332 849
Examples 	337 840 395 849
of 	398 840 410 849
information	413 840 479 849
returns 	80 850 120 860
include	123 850 165 859
, 	165 850 168 859
but 	172 850 191 859
are 	195 850 214 859
not 	217 850 236 859
limited 	238 850 278 859
to	282 850 294 859
, 	294 850 297 859
the 	301 850 320 859
following	323 850 376 859
.	376 850 381 859
• 	79 864 88 874
Form 	90 864 120 874
1099	123 864 152 874
-	153 864 157 874
INT 	157 864 178 874
(	180 864 184 874
interest 	183 864 228 874
earned 	232 864 273 874
or 	276 864 288 874
paid	290 864 317 874
)	315 864 319 874
Cat	400 894 425 901
. 	420 894 424 901
No. 	425 894 444 901
10231X	446 894 487 901
Date 	652 651 678 664
09-08-96	700 651 814 663
• 	537 675 544 685
Form 	547 675 578 685
1099	582 675 610 685
-	611 675 615 685
DIV 	615 675 637 685
(	639 675 643 685
dividends	643 675 698 685
, 	699 675 701 685
including 	706 675 758 685
those 	762 675 794 685
from 	798 675 825 685
stocks 	829 675 866 685
or 	870 675 882 685
mutual	886 675 925 685
funds	535 686 570 697
)	564 686 573 696
• 	536 700 546 710
Form 	547 699 578 709
1099	580 699 610 709
-	611 699 615 709
MISC 	615 699 647 709
(	651 699 656 709
various 	655 699 696 709
types 	700 699 732 709
of 	736 699 748 709
income	751 699 794 709
, 	794 699 796 709
prizes	801 699 835 709
, 	836 699 838 709
awards	842 699 884 709
, 	885 699 887 709
or 	892 699 904 709
gross	907 699 938 709
proceeds	535 710 592 721
)	587 710 595 720
• 	536 724 546 733
Form 	546 724 578 733
1099	581 724 611 733
-	610 724 615 733
B 	615 724 624 733
(	628 724 631 733
stock 	631 724 663 733
or 	667 724 679 733
mutual 	682 724 721 733
fund 	725 724 751 733
sales 	755 724 785 733
and 	788 724 810 733
certain 	814 724 853 733
other	857 724 888 733
transactions 	535 734 609 745
by 	611 734 627 745
brokers	629 734 674 745
)	671 734 677 745
• 	536 748 546 759
Form 	547 748 578 758
1099	581 748 611 758
-	611 748 615 758
S 	615 748 624 758
(	627 748 631 758
proceeds 	631 748 685 758
from 	690 748 715 758
real 	720 748 740 758
estate 	744 748 780 758
transactions	784 748 856 758
)	854 748 859 758
• 	536 762 546 772
Form 	547 762 578 772
1099	582 762 612 772
-	612 762 615 772
K 	616 762 626 772
(	628 762 632 772
merchant 	632 762 687 772
card 	691 762 716 772
and 	719 762 741 772
third 	745 762 771 772
party 	775 762 805 772
network 	809 762 856 772
transactions	859 762 929 772
)	928 762 932 772
• 	537 775 546 785
Form 	547 775 577 785
1098 	582 775 611 785
(	613 775 618 785
home 	618 775 650 785
mortgage 	654 775 710 785
interest	714 775 756 785
)	756 775 759 785
, 	760 775 763 785
1098	767 775 796 785
-	796 775 800 785
E 	801 775 809 785
(	813 775 816 785
student 	816 775 860 785
loan 	863 775 888 785
interest	892 775 935 785
)	932 775 937 785
,	938 775 941 785
1098	535 786 567 796
-	566 786 571 796
T 	570 786 580 796
(	581 786 587 796
tuition	585 786 621 796
)	621 786 625 796
• 	537 801 545 810
Form 	548 800 578 810
1099	582 800 610 810
-	611 800 615 810
C 	615 800 625 810
(	628 800 632 810
canceled 	632 800 684 810
debt	688 800 715 810
)	715 800 718 810
• 	537 814 546 824
Form 	547 814 577 824
1099	581 814 609 824
-	609 814 614 824
A 	613 814 624 824
(	626 814 629 824
acquisition 	629 814 691 824
or 	694 814 706 824
abandonment 	709 814 788 824
of 	792 814 804 824
secured 	807 814 852 824
property	856 814 905 824
)	903 814 907 824
Use 	549 827 574 838
Form 	577 827 607 837
W	610 827 624 837
-	623 827 628 837
9 	627 827 635 837
only 	639 827 664 837
if 	667 827 674 837
you 	676 827 698 837
are 	701 827 720 837
a 	723 827 731 837
U.S. 	734 827 758 837
person 	763 827 803 837
(	807 827 810 837
including 	810 827 862 837
a 	866 827 874 837
resident	878 827 923 837
alien	537 838 565 848
)	563 838 567 847
, 	568 838 571 847
to 	574 838 587 847
provide 	590 838 634 847
your 	637 838 663 847
correct 	667 838 707 847
TIN	710 838 732 847
.	731 838 734 847
If 	550 851 559 862
you 	559 851 582 861
do 	584 851 601 861
not 	604 851 624 861
return 	627 851 661 861
Form 	665 851 695 861
W	698 851 713 861
-	711 851 716 861
9 	716 851 723 861
to 	721 851 739 861
the 	742 851 760 861
requester 	764 851 820 861
with 	822 851 846 861
a 	850 851 857 861
TIN	860 851 881 861
, 	881 851 883 861
you 	886 851 908 861
might	911 851 944 861
be 	536 862 553 873
subject 	554 862 599 872
to 	601 862 613 872
backup 	616 862 660 872
withholding	662 862 731 872
. 	730 862 733 872
See 	737 862 760 872
What 	762 862 794 872
is 	797 862 807 872
backup 	810 862 854 872
withholding	857 862 923 872
,	925 862 928 872
later	537 873 563 880
.	562 873 565 880
Form 	822 890 848 900
W	850 890 867 900
-	867 890 872 900
9 	872 890 882 900
(	885 890 888 900
Rev. 	889 890 911 900
10-2018	913 890 955 900
)	954 890 958 900

Form	75 80 104 86
W	111 66 151 87
-	143 66 160 87
9	157 66 180 87
Request 	406 68 487 82
for 	495 68 522 82
Taxpayer	528 68 620 82
Give 	817 76 855 84
Form 	856 76 891 84
to 	894 76 910 84
the	913 76 936 84
(	75 92 81 100
Rev. 	80 92 102 100
October 	105 92 147 100
2018	149 92 175 100
)	175 92 179 100
Identification 	317 85 449 97
Number 	456 85 534 97
and 	541 85 577 97
Certification	585 85 709 97
requester	820 89 887 98
. 	887 89 889 97
Do 	895 89 914 97
not	919 89 942 97
Department 	75 102 133 109
of 	135 102 145 109
the 	146 102 162 109
Treasury	164 102 204 109
send 	820 101 854 108
to 	857 101 872 108
the 	875 101 899 108
IRS	903 101 926 108
.	928 101 930 108
Internal 	76 110 111 116
Revenue 	114 110 155 116
Service	157 110 194 116
Go 	301 109 321 119
to 	324 109 337 119
www.irs.gov/FormW9 	338 109 474 119
for 	476 109 494 119
instructions 	497 109 570 119
and 	574 109 597 119
the 	600 109 621 119
latest 	625 109 658 119
information	662 109 733 119
.	734 109 736 119
1 	118 122 125 131
Name 	130 122 162 131
(	163 122 167 131
as 	166 122 178 131
shown 	181 122 214 131
on 	218 122 230 131
your 	233 122 256 131
income 	259 122 296 131
tax 	299 122 315 131
return	318 122 347 131
)	347 122 350 131
. 	350 122 353 131
Name 	356 122 387 131
is 	390 122 397 131
required 	401 122 443 131
on 	446 122 459 131
this 	462 122 480 131
line	483 122 501 131
; 	501 122 503 131
do 	506 122 520 131
not 	523 122 539 131
leave 	542 122 569 131
this 	572 122 590 131
line 	593 122 612 131
blank	613 122 642 131
.	640 122 643 131
ACC.INT	118 138 177 145
.	179 138 181 145
2 	117 150 127 158
Business 	129 150 177 158
name	180 150 208 158
/	207 150 212 158
disregarded 	212 150 273 158
entity 	276 150 303 158
name	306 150 334 158
, 	335 150 337 158
if 	340 150 347 158
different 	349 150 392 158
from 	395 150 417 158
above	421 150 452 158
3 	118 179 126 188
Check 	131 179 164 188
appropriate 	167 179 226 188
box 	229 179 248 188
for 	251 179 265 188
federal 	268 179 301 188
tax 	305 179 321 188
classification 	324 179 389 188
of 	392 179 403 188
the 	405 179 421 188
person 	424 179 459 188
whose 	462 179 496 188
name 	499 179 527 188
is 	530 179 538 188
entered 	541 179 580 188
on 	583 179 596 188
line 	599 179 617 188
1. 	619 179 628 188
Check 	631 179 665 188
only 	668 179 689 188
one 	692 179 712 188
of 	715 179 726 188
the	728 179 745 188
following 	132 188 177 196
seven 	180 188 209 196
boxes	212 188 243 196
.	244 188 246 196
☐	125 206 139 216
☐	125 234 139 244
☐	125 285 139 295
single	146 219 184 226
-	178 219 182 226
member 	181 219 224 226
LLC	226 219 248 226
Limited 	148 236 186 244
liability 	189 236 223 244
company	226 236 273 244
. 	274 236 276 244
Enter 	279 236 306 244
the 	308 236 324 244
tax 	328 236 344 244
classification 	346 236 411 244
(	415 236 417 244
C	418 236 425 244
=	427 236 433 244
C 	433 236 440 244
corporation	444 236 502 244
, 	503 236 505 244
S	508 236 516 244
=	516 236 522 244
S 	522 236 530 244
corporation	534 236 591 244
, 	592 236 594 244
P	598 236 605 244
=	606 236 611 244
Partnership	612 236 670 244
)	669 236 672 244
4 	760 179 769 188
Exemptions 	772 179 833 188
(	835 179 839 188
codes 	839 179 870 188
apply 	873 179 902 188
only 	904 179 926 188
to	928 179 938 188
certain 	760 189 795 196
entities	798 189 835 196
, 	835 189 837 196
not 	841 189 858 196
individuals	861 189 913 196
; 	914 189 916 196
see	921 189 939 196
instructions 	760 198 820 206
on 	822 198 835 206
page 	838 198 864 206
3	866 198 873 206
)	872 198 876 206
:	877 198 880 206
Individual	147 209 196 217
/	195 209 199 217
sole 	199 209 220 217
proprietor 	223 209 274 217
or	276 209 287 217
✔C 	309 206 340 216
Corporation	342 206 403 216
S 	444 209 455 216
Corporation	454 209 519 216
☐	427 205 440 215
☐	543 205 557 214
Partnership	562 209 622 216
☐	658 205 672 214
Trust	677 208 709 215
/	703 208 710 214
estate	707 208 741 214
Exempt 	757 221 798 230
payee 	800 221 831 230
code 	834 221 859 230
(	860 221 864 230
if 	864 221 870 230
any	873 221 891 230
)	889 221 894 230
C	706 235 720 242
Exemption 	760 248 814 258
from 	818 248 841 258
FATCA 	845 248 881 258
reporting	884 248 929 258
code 	761 261 792 270
(	787 261 794 270
if 	791 261 800 270
any	801 261 820 270
)	818 261 823 270
(	758 289 765 295
Applies 	760 288 794 295
to 	790 288 799 295
accounts 	800 288 834 295
maintained 	835 288 876 295
outside 	878 288 905 295
the 	907 288 919 295
U.S.	920 288 936 295
)	936 288 939 295
Note	146 248 174 258
: 	172 248 176 258
Check 	180 248 213 258
the 	215 248 231 258
appropriate 	234 248 293 258
box 	296 248 315 258
in 	318 248 326 258
the 	330 248 346 258
line 	349 248 367 258
above 	370 248 400 258
for 	404 248 417 258
the 	420 248 437 258
tax 	440 248 456 258
classification 	458 248 524 258
of 	527 248 537 258
the 	540 248 555 258
single	559 248 588 258
-	589 248 593 258
member 	594 248 635 258
owner	638 248 669 258
. 	671 248 672 258
Do 	678 248 694 258
not 	697 248 713 258
check	716 248 747 258
LLC 	148 258 170 266
if 	173 258 178 266
the 	182 258 197 266
LLC 	200 258 220 266
is 	224 258 232 266
classified 	236 258 281 266
as 	286 258 297 266
a 	301 258 306 266
single	309 258 339 266
-	339 258 342 266
member 	344 258 386 266
LLC 	388 258 409 266
that 	412 258 431 266
is 	436 258 443 266
disregarded 	446 258 506 266
from 	510 258 533 266
the 	535 258 552 266
owner 	556 258 587 266
unless 	590 258 622 266
the 	625 258 641 266
owner 	644 258 676 266
of 	679 258 690 266
the 	692 258 708 266
LLC 	710 258 731 266
is	735 258 744 266
another 	148 267 186 275
LLC 	189 267 210 275
that 	213 267 233 275
is 	236 267 244 275
not 	248 267 264 275
disregarded 	268 267 328 275
from 	331 267 354 275
the 	358 267 374 275
owner 	377 267 408 275
for 	412 267 425 275
U.S. 	428 267 449 275
federal 	453 267 487 275
tax 	490 267 506 275
purposes	510 267 556 275
. 	558 267 559 275
Otherwise	562 267 614 275
, 	615 267 616 275
a 	620 267 627 275
single	630 267 659 275
-	659 267 663 275
member 	664 267 706 275
LLC 	709 267 729 275
that	733 267 752 275
is 	148 276 160 284
disregarded 	159 276 220 284
from 	224 276 246 284
the 	249 276 265 284
owner 	268 276 300 284
should 	302 276 336 284
check 	340 276 370 284
the 	373 276 390 284
appropriate 	392 276 451 284
box 	455 276 474 284
for 	477 276 490 284
the 	493 276 509 284
tax 	512 276 528 284
classification 	531 276 596 284
of 	599 276 610 284
its 	613 276 624 284
owner	627 276 659 284
.	659 276 661 284
Other 	147 289 178 297
(	178 289 183 297
see 	183 289 201 297
instructions	204 289 262 297
) 	262 289 265 297
►	267 289 276 297
5 	119 301 129 309
Address 	131 301 174 309
(	177 301 181 309
number	181 301 219 309
, 	220 301 223 309
street	226 301 254 309
, 	255 301 257 309
and 	260 301 280 309
apt	283 301 299 309
. 	300 301 302 309
or 	305 301 315 309
suite 	318 301 343 309
no	346 301 358 309
.	359 301 361 309
) 	361 301 364 309
See 	368 301 387 309
instructions	390 301 449 309
.	450 301 452 309
16 	118 316 141 326
Bourne 	138 316 189 326
May 	192 316 222 326
Road	225 316 262 326
6 	119 328 129 336
City	132 328 153 335
, 	152 328 154 335
state	158 328 183 335
, 	184 328 186 335
and 	189 328 209 335
ZIP 	211 328 229 335
code	232 328 258 335
Knott 	118 342 157 352
End	160 342 187 352
-	187 342 192 352
On	192 342 211 352
-	213 342 217 352
Sea	217 342 243 352
, 	244 342 248 352
Lancashire	252 342 327 352
, 	328 342 331 352
FY6 	337 342 362 352
0AB	366 342 396 352
7 	117 354 127 363
List 	131 354 150 363
account 	152 354 194 363
number	197 354 236 363
(	234 354 239 363
s	238 354 245 363
) 	243 354 246 363
here 	250 354 273 363
(	274 354 278 363
optional	278 354 318 363
)	318 354 321 363
Part 	87 383 127 391
I	124 383 129 391
Taxpayer 	167 383 239 394
Identification 	245 383 344 394
Number 	350 383 411 394
(	414 383 419 394
TIN	419 383 445 394
)	444 383 449 394
015361239905EUR	468 371 596 378
Requester's 	654 300 715 309
name 	719 300 747 309
and 	750 300 769 309
address 	772 300 813 309
(	815 300 819 309
optional	819 300 859 309
)	860 300 863 309
Enter 	79 397 111 407
your 	113 397 140 407
TIN 	142 397 162 407
in 	166 397 176 407
the 	180 397 198 407
appropriate 	202 397 268 407
box	271 397 295 407
. 	295 397 296 407
The 	299 397 322 407
TIN 	324 397 345 407
provided 	350 397 399 407
must 	404 397 433 407
match 	436 397 472 407
the 	475 397 494 407
name 	498 397 530 407
given 	533 397 564 407
on 	568 397 582 407
line 	586 397 606 407
1 	610 397 615 407
to 	621 397 632 407
avoid	635 397 667 407
backup 	80 407 122 417
withholding	125 407 192 417
. 	193 407 196 417
For 	200 407 219 417
individuals	222 407 282 417
, 	283 407 286 417
this 	290 407 311 417
is 	314 407 324 417
generally 	327 407 379 417
your 	383 407 408 417
social 	412 407 445 417
security 	449 407 494 417
number 	498 407 542 417
(	545 407 549 417
SSN	549 407 575 417
)	574 407 578 417
. 	580 407 582 417
However	586 407 637 417
, 	638 407 640 417
for 	645 407 660 417
a	663 407 671 417
resident 	80 418 126 428
alien	129 418 155 427
, 	156 418 158 427
sole 	163 418 187 427
proprietor	191 418 247 427
, 	248 418 250 427
or 	255 418 267 427
disregarded 	270 418 339 427
entity	342 418 375 427
, 	374 418 377 427
see 	381 418 402 427
the 	405 418 423 427
instructions 	427 418 494 427
for 	498 418 513 427
Part 	517 418 541 427
I	544 418 547 427
, 	548 418 550 427
later	555 418 580 427
. 	580 418 582 427
For 	588 418 606 427
other	609 418 640 427
entities	79 428 122 438
, 	122 428 124 438
it 	129 428 136 438
is 	139 428 149 438
your 	151 428 179 438
employer 	180 428 235 438
identification 	238 428 311 438
number 	316 428 359 438
(	362 428 366 438
EIN	367 428 386 438
)	386 428 389 438
. 	391 428 393 438
If 	393 428 405 438
you 	408 428 430 438
do 	433 428 448 438
not 	452 428 470 438
have 	474 428 502 438
a 	505 428 512 438
number	516 428 560 438
, 	560 428 562 438
see 	567 428 588 438
How 	591 428 618 438
to 	621 428 632 438
get 	635 428 655 438
a	659 428 665 438
TIN	80 439 101 447
, 	98 439 102 447
later	107 439 132 447
.	133 439 135 447
Social 	701 397 737 404
security 	739 397 783 404
number	785 397 828 404
or	695 441 712 447
Note	79 453 111 462
: 	108 453 113 462
If 	117 453 124 462
the 	128 453 146 462
account 	149 453 196 462
is 	199 453 209 462
in 	212 453 223 462
more 	226 453 256 462
than 	259 453 285 462
one 	289 453 310 462
name	314 453 346 462
, 	346 453 348 462
see 	353 453 373 462
the 	377 453 395 462
instructions 	399 453 465 462
for 	469 453 485 462
line 	488 453 509 462
1. 	513 453 522 462
Also 	524 453 551 462
see 	555 453 576 462
What 	578 453 609 462
Name 	612 453 647 462
and	650 453 671 462
Number 	78 462 127 472
To 	130 462 143 471
Give 	146 462 174 471
the 	177 462 196 471
Requester 	199 462 259 471
for 	262 462 277 471
guidelines 	281 462 339 471
on 	343 462 358 471
whose 	361 462 399 471
number 	403 462 447 471
to 	450 462 462 471
enter	465 462 495 471
.	494 462 497 471
Employer 	702 450 754 459
identification 	758 450 828 459
number	832 450 873 459
40	702 474 738 482
0429302	772 473 924 482
Part 	86 493 126 501
II	124 493 132 501
Certification	170 493 262 501
Under 	79 507 117 516
penalties 	120 507 172 516
of 	176 507 187 516
perjury	190 507 230 516
, 	230 507 233 516
I 	237 507 240 516
certify 	244 507 279 516
that	282 507 305 516
:	306 507 308 516
1. 	80 520 91 530
The 	94 520 118 530
number 	121 520 165 530
shown 	168 520 206 530
on 	211 520 224 530
this 	229 520 248 530
form 	252 520 279 530
is 	283 520 292 530
my 	296 520 314 530
correct 	317 520 357 530
taxpayer 	361 520 411 530
identification 	415 520 488 530
number 	492 520 536 530
(	539 520 543 530
or 	543 520 555 530
I 	558 520 561 530
am 	565 520 583 530
waiting 	587 520 628 530
for 	632 520 647 530
a 	651 520 659 530
number 	662 520 707 530
to 	710 520 721 530
be 	725 520 740 530
issued 	743 520 781 530
to 	784 520 797 530
me	800 520 817 530
)	817 520 821 530
; 	822 520 824 530
and	828 520 850 530
2. 	80 531 91 542
I 	96 531 99 542
am 	102 531 120 542
not 	124 531 143 542
subject 	146 531 189 542
to 	192 531 204 542
backup 	207 531 251 542
withholding 	254 531 320 542
because	323 531 374 542
: 	371 531 375 542
(	379 531 383 542
a	383 531 392 542
) 	389 531 393 542
I 	397 531 400 542
am 	404 531 421 542
exempt 	425 531 469 542
from 	473 531 499 542
backup 	503 531 546 542
withholding	549 531 616 542
, 	618 531 620 542
or 	624 531 635 542
(	637 531 641 542
b	642 531 650 542
) 	648 531 652 542
I 	657 531 659 542
have 	664 531 691 542
not 	695 531 713 542
been 	717 531 745 542
notified 	750 531 793 542
by 	797 531 811 542
the 	814 531 833 542
Internal 	837 531 879 542
Revenue	884 531 934 542
Service 	96 542 139 552
(	142 542 145 552
IRS	146 542 166 552
) 	165 542 168 552
that 	172 542 195 552
I 	199 542 202 552
am 	206 542 223 552
subject 	227 542 270 552
to 	273 542 285 552
backup 	288 542 331 552
withholding 	334 542 401 552
as 	405 542 418 552
a 	421 542 429 552
result 	433 542 465 552
of 	468 542 480 552
a 	483 542 490 552
failure 	493 542 528 552
to 	532 542 543 552
report 	548 542 581 552
all 	585 542 598 552
interest 	601 542 644 552
or 	649 542 660 552
dividends	663 542 719 552
, 	720 542 722 552
or 	726 542 740 552
(	741 542 745 552
c	745 542 754 552
) 	751 542 755 552
the 	759 542 778 552
IRS 	782 542 802 552
has 	806 542 826 552
notified 	831 542 873 552
me 	877 542 895 552
that 	898 542 920 552
I 	925 542 927 552
am	931 542 950 552
no 	96 552 110 562
longer 	114 552 150 562
subject 	152 552 196 562
to 	198 552 210 562
backup 	214 552 257 562
withholding	260 552 327 562
; 	328 552 330 562
and	333 552 356 562
3. 	81 568 92 577
I 	96 568 98 577
am 	103 568 120 577
a 	124 568 132 577
U.S. 	135 568 159 577
citizen 	163 568 200 577
or 	205 568 216 577
other 	220 568 249 577
U.S. 	253 568 277 577
person 	281 568 321 577
(	323 568 327 577
defined 	328 568 371 577
below	375 568 410 577
)	408 568 412 577
; 	413 568 415 577
and	419 568 443 577
4. 	80 581 92 591
The 	95 581 118 591
FATCA 	122 581 164 591
code	165 581 195 591
(	193 581 198 591
s	198 581 205 591
) 	204 581 207 591
entered 	211 581 255 591
on 	259 581 274 591
this 	276 581 298 591
form 	301 581 328 591
(	329 581 334 591
if 	334 581 342 591
any	344 581 367 591
) 	364 581 368 591
indicating 	371 581 428 591
that 	431 581 455 591
I 	458 581 460 591
am 	465 581 483 591
exempt 	486 581 530 591
from 	533 581 560 591
FATCA 	565 581 604 591
reporting 	609 581 660 591
is 	665 581 674 591
correct	676 581 719 591
.	719 581 722 591
Certification 	82 595 154 604
instructions	158 595 227 604
. 	227 595 229 604
You 	232 595 255 604
must 	259 595 286 604
cross 	289 595 320 604
out 	323 595 341 604
item 	345 595 367 604
2 	371 595 378 604
above 	380 595 416 604
if 	418 595 425 604
you 	427 595 447 604
have 	452 595 478 604
been 	482 595 508 604
notified 	512 595 552 604
by 	555 595 569 604
the 	573 595 590 604
IRS 	591 595 614 604
that 	616 595 638 604
you 	641 595 661 604
are 	665 595 682 604
currently 	686 595 734 604
subject 	737 595 778 604
to 	780 595 791 604
backup 	794 595 837 604
withholding 	840 595 903 604
because	907 595 955 604
you 	81 605 102 614
have 	104 605 132 614
failed 	135 605 165 614
to 	168 605 179 614
report 	183 605 215 614
all 	218 605 230 614
interest 	234 605 275 614
and 	279 605 299 614
dividends 	302 605 355 614
on 	359 605 372 614
your 	375 605 400 614
tax 	403 605 421 614
return	424 605 456 614
. 	457 605 459 614
For 	463 605 482 614
real 	485 605 503 614
estate 	508 605 541 614
transactions	544 605 612 614
, 	613 605 615 614
item 	618 605 643 614
2 	646 605 653 614
does 	655 605 685 614
not 	687 605 705 614
apply	709 605 740 614
. 	740 605 742 614
For 	745 605 765 614
mortgage 	767 605 822 614
interest 	824 605 864 614
paid	868 605 892 614
,	893 605 895 614
acquisition 	82 615 142 625
or 	145 615 156 625
abandonment 	159 615 236 625
of 	239 615 251 625
secured 	253 615 298 625
property	301 615 348 625
, 	347 615 349 625
cancellation 	353 615 419 625
of 	423 615 434 625
debt	436 615 462 625
, 	461 615 464 625
contributions 	469 615 541 625
to 	544 615 556 625
an 	559 615 571 625
individual 	575 615 627 625
retirement 	631 615 687 625
arrangement 	690 615 760 625
(	762 615 766 625
IRA	766 615 787 625
)	786 615 790 625
, 	790 615 793 625
and 	797 615 817 625
generally	820 615 871 625
, 	872 615 874 625
payments	878 615 932 625
other 	82 625 112 634
than 	114 625 139 634
interest 	142 625 182 634
and 	186 625 206 634
dividends	209 625 263 634
, 	264 625 266 634
you 	269 625 289 634
are 	293 625 310 634
not 	314 625 331 634
required 	336 625 380 634
to 	384 625 395 634
sign 	397 625 421 634
the 	424 625 441 634
certification	444 625 509 634
, 	510 625 512 634
but 	515 625 534 634
you 	537 625 557 634
must 	561 625 588 634
provide 	591 625 634 634
your 	635 625 660 634
correct 	663 625 703 634
TIN	706 625 725 634
. 	726 625 728 634
See 	732 625 754 634
the 	757 625 774 634
instructions 	777 625 842 634
for 	845 625 860 634
Part 	863 625 886 634
II	889 625 896 634
, 	897 625 898 634
later	903 625 927 634
.	928 625 930 634
Sign	80 643 117 654
Here	80 655 122 664
Signature 	148 648 207 656
of	204 648 217 656
U.S. 	148 658 173 666
