information 	86 789 152 798
return 	155 789 189 798
with 	193 789 217 798
the 	220 789 238 798
IRS 	242 789 262 798
must 	266 789 295 798
obtain 	298 789 334 798
your 	337 789 364 798
correct 	367 789 408 798
taxpayer	411 789 462 798
identification 	87 799 160 809
number 	164 799 208 809
(	212 799 217 809
TIN	214 799 234 809
) 	234 799 238 809
which 	241 799 276 809
may 	280 799 303 809
be 	307 799 321 809
your 	324 799 352 809
social 	355 799 387 809
security 	392 799 437 809
number	441 799 484 809
(	86 809 91 819
SSN	91 809 116 819
)	116 809 119 819
, 	120 809 122 819
individual 	127 809 180 819
taxpayer 	185 809 235 819
identification 	237 809 311 819
number 	315 809 359 819
(	361 809 366 819
ITIN	365 809 389 819
)	390 809 393 819
, 	394 809 396 819
adoption	400 809 452 819
taxpayer 	86 820 136 830
identification 	140 820 212 829
number 	217 820 261 829
(	264 820 268 829
ATIN	268 820 296 829
)	296 820 299 829
, 	301 820 302 829
or 	308 820 319 829
employer 	322 820 377 829
identification 	380 820 452 829
number	457 820 501 829
(	85 830 91 840
EIN	89 830 111 840
)	108 830 114 840
, 	114 830 118 840
to 	121 830 132 840
report 	137 830 171 840
on 	175 830 189 840
an 	193 830 207 840
information 	209 830 275 840
return 	279 830 313 840
the 	316 830 334 840
amount 	338 830 381 840
paid 	386 830 411 840
to 	414 830 425 840
you	428 830 449 840
, 	452 830 453 840
or 	457 830 469 840
other	472 830 502 840
amount 	86 841 132 849
reportable 	134 841 193 849
on 	197 841 212 849
an 	215 841 229 849
information 	232 841 298 849
return	302 841 335 849
. 	336 841 339 849
Examples 	342 841 399 849
of 	402 841 415 849
information	418 841 482 849
returns 	87 851 127 860
include	132 851 173 860
, 	173 851 176 860
but 	179 851 199 860
are 	202 851 221 860
not 	224 851 243 860
limited 	246 851 284 860
to	289 851 299 860
, 	300 851 303 860
the 	306 851 325 860
following	328 851 381 860
.	380 851 383 860
• 	88 864 95 873
Form 	99 864 127 873
1099	132 864 160 873
-	160 864 164 873
INT 	165 864 186 873
(	188 864 191 873
interest 	192 864 234 873
earned 	239 864 279 873
or 	281 864 293 873
paid	297 864 321 873
)	321 864 324 873
Cat	405 894 425 900
. 	424 894 426 900
No. 	429 894 447 900
10231X	450 894 489 900
Date 	650 659 684 665
►	679 659 691 665
28/04/2008	704 647 867 662
• 	538 678 544 687
Form 	549 677 578 687
1099	582 677 610 687
-	611 677 615 687
DIV 	616 677 637 687
(	639 677 643 687
dividends	643 677 698 687
, 	697 677 701 687
including 	704 677 759 687
those 	762 677 794 687
from 	798 677 824 687
stocks 	828 677 866 687
or 	870 677 882 687
mutual	886 677 923 687
funds	535 688 572 697
)	567 688 574 697
• 	538 701 545 711
Form 	550 701 578 711
1099	583 701 611 711
-	612 701 616 711
MISC 	616 701 649 711
(	651 701 655 711
various 	656 701 697 711
types 	701 701 733 711
of 	737 701 748 711
income	751 701 794 711
, 	794 701 796 711
prizes	802 701 835 711
, 	837 701 838 711
awards	844 701 885 711
, 	886 701 888 711
or 	892 701 904 711
gross	908 701 939 711
proceeds	537 711 593 721
)	590 711 596 721
• 	538 725 546 734
Form 	549 725 580 734
1099	583 725 612 734
-	612 725 617 734
B 	617 725 626 734
(	628 725 632 734
stock 	633 725 665 734
or 	668 725 679 734
mutual 	684 725 722 734
fund 	726 725 752 734
sales 	756 725 786 734
and 	790 725 812 734
certain 	815 725 854 734
other	859 725 888 734
transactions 	538 735 610 745
by 	613 735 628 745
brokers	631 735 675 745
)	673 735 678 745
• 	538 749 546 759
Form 	550 749 579 759
1099	584 749 612 759
-	613 749 616 759
S 	617 749 626 759
(	629 749 632 759
proceeds 	633 749 686 759
from 	691 749 716 759
real 	722 749 741 759
estate 	745 749 781 759
transactions	784 749 856 759
)	854 749 859 759
• 	538 763 546 772
Form 	550 763 580 772
1099	584 763 612 772
-	613 763 616 772
K 	617 763 626 772
(	629 763 632 772
merchant 	634 763 687 772
card 	691 763 716 772
and 	720 763 743 772
third 	746 763 772 772
party 	776 763 806 772
network 	810 763 856 772
transactions	860 763 930 772
)	930 763 933 772
• 	538 777 546 786
Form 	550 777 580 786
1098 	584 777 612 786
(	615 777 619 786
home 	619 777 651 786
mortgage 	656 777 711 786
interest	715 777 758 786
)	757 777 761 786
, 	762 777 765 786
1098	769 777 797 786
-	797 777 801 786
E 	803 777 811 786
(	813 777 817 786
student 	817 777 861 786
loan 	865 777 889 786
interest	893 777 936 786
)	935 777 938 786
,	941 777 942 786
1098	537 787 569 797
-	569 787 572 797
T 	572 787 582 797
(	582 787 587 797
tuition	587 787 624 797
)	623 787 627 797
• 	540 801 546 811
Form 	551 801 580 811
1099	585 801 612 811
-	613 801 616 811
C 	617 801 627 811
(	630 801 634 811
canceled 	634 801 685 811
debt	689 801 716 811
)	715 801 719 811
• 	540 814 546 824
Form 	551 814 579 824
1099	584 814 611 824
-	612 814 615 824
A 	615 814 625 824
(	628 814 631 824
acquisition 	631 814 692 824
or 	696 814 708 824
abandonment 	710 814 791 824
of 	794 814 806 824
secured 	809 814 854 824
property	858 814 906 824
)	903 814 908 824
Use 	552 828 577 838
Form 	581 828 609 838
W	613 828 626 838
-	626 828 629 838
9 	630 828 638 838
only 	641 828 665 838
if 	669 828 676 838
you 	679 828 700 838
are 	704 828 721 838
a 	726 828 732 838
U.S. 	737 828 760 838
person 	765 828 804 838
(	808 828 812 838
including 	812 828 864 838
a 	868 828 875 838
resident	880 828 925 838
alien	540 839 569 848
)	566 839 570 848
, 	571 839 573 848
to 	578 839 589 848
provide 	593 839 636 848
your 	639 839 666 848
correct 	669 839 710 848
TIN	713 839 732 848
.	734 839 736 848
If 	553 853 562 861
you 	562 853 584 861
do 	587 853 604 861
not 	607 853 627 861
return 	629 853 663 861
Form 	667 853 697 861
W	701 853 713 861
-	713 853 718 861
9 	718 853 725 861
to 	729 853 740 861
the 	744 853 762 861
requester 	766 853 822 861
with 	825 853 847 861
a 	852 853 859 861
TIN	863 853 882 861
, 	883 853 885 861
you 	889 853 910 861
might	915 853 947 861
be 	540 862 555 872
subject 	558 862 601 872
to 	604 862 615 872
backup 	619 862 661 872
withholding	665 862 732 872
. 	732 862 735 872
See 	740 862 762 872
What 	765 862 795 872
is 	800 862 809 872
backup 	813 862 856 872
withholding	858 862 926 872
,	927 862 929 872
later	539 873 567 880
.	565 873 569 880
Form 	824 890 849 900
W	852 890 869 900
-	869 890 873 900
9 	874 890 883 900
(	886 890 890 900
Rev. 	891 890 912 900
10-2018	916 890 958 900
)	958 890 961 900

Form	79 73 107 79
W	114 59 152 80
-	148 59 162 80
9	161 59 183 80
Request 	409 62 490 77
for 	498 62 524 77
Taxpayer	531 62 623 78
Identification 	320 78 450 92
Number 	461 79 536 92
and 	544 79 579 92
Certification	588 79 710 93
Give 	820 72 854 80
Form 	857 72 893 80
to 	897 72 911 80
the	916 72 938 80
requester	823 86 889 94
. 	889 86 891 94
Do 	896 86 917 94
not	921 86 944 94
Department 	77 94 135 103
of 	137 95 147 103
the 	148 95 164 103
Treasury	165 95 207 104
send 	821 98 855 105
to 	859 98 873 105
the 	876 98 900 105
IRS	904 98 928 105
.	929 98 931 105
Internal 	79 103 113 110
Revenue 	117 103 157 110
Service	160 103 195 110
(	77 85 84 94
Rev. 	83 85 104 94
October 	108 85 149 94
2018	152 85 179 94
)	177 85 180 94
Go 	302 103 323 113
to 	326 103 338 113
www.irs.gov/FormW9 	342 103 475 113
for 	479 103 496 113
instructions 	500 103 572 113
and 	577 103 598 113
the 	602 103 622 113
latest 	627 103 660 113
information	665 103 734 113
.	735 104 738 113
1 	119 116 127 125
Name 	132 116 163 125
(	165 116 169 125
as 	169 116 180 125
shown 	183 116 217 125
on 	220 116 232 125
your 	236 116 259 125
income 	262 116 298 125
tax 	301 116 317 125
return	321 116 349 125
)	350 116 352 125
. 	353 116 356 125
Name 	359 116 389 125
is 	392 116 400 125
required 	404 116 444 125
on 	449 116 461 125
this 	464 116 482 125
line	484 116 503 125
; 	503 116 505 125
do 	509 116 521 125
not 	526 116 541 125
leave 	544 116 571 125
this 	575 116 592 125
line 	595 116 613 125
blank	616 116 644 125
.	644 116 647 125
John 	120 131 158 139
Quin	158 131 192 139
2 	120 144 129 153
Business 	131 144 179 153
name	182 144 209 153
/	209 144 214 153
disregarded 	213 144 274 153
entity 	277 144 305 153
name	308 144 336 153
, 	336 144 338 153
if 	342 144 348 153
different 	351 144 393 153
from 	396 144 418 153
above	422 144 453 153
3 	118 174 127 184
Check 	132 174 165 184
appropriate 	168 174 226 184
box 	230 174 248 184
for 	252 174 265 184
federal 	269 174 302 184
tax 	306 174 321 184
classification 	325 174 390 184
of 	393 174 403 184
the 	406 174 422 184
person 	425 174 459 184
whose 	463 174 496 184
name 	500 174 527 184
is 	531 174 538 184
entered 	541 174 580 184
on 	584 174 596 184
line 	599 174 617 184
1. 	621 174 630 184
Check 	632 174 666 184
only 	669 174 690 184
one 	693 174 712 184
of 	716 174 726 184
the	728 174 745 184
following 	133 182 179 190
seven 	181 182 211 190
boxes	213 182 245 190
.	245 182 249 190
4 	757 176 770 184
Exemptions 	772 176 834 184
(	835 176 839 184
codes 	839 176 870 184
apply 	873 176 901 184
only 	904 176 926 184
to	928 176 939 184
certain 	760 185 795 193
entities	797 185 835 193
, 	835 185 837 193
not 	841 185 858 193
individuals	861 185 914 194
; 	915 186 917 193
see	921 186 938 193
instructions 	759 194 819 203
on 	823 194 835 202
page 	838 194 864 203
3	866 195 873 203
)	873 195 877 203
:	876 195 880 203
☐	126 200 140 210
Individual	146 203 196 211
/	196 203 200 211
sole 	201 203 222 211
proprietor 	224 203 274 212
or	277 203 287 212
☐	309 198 323 208
☐ 	427 200 441 210
C 	329 203 342 211
Corporation 	340 203 404 211
S 	444 204 455 212
Corporation	454 204 517 212
☐ 	543 200 556 210
Partnership	562 205 623 212
☑	659 200 672 211
Trust	676 205 712 211
/	703 205 709 211
estate	708 205 740 211
single	148 213 178 220
-	178 213 182 220
member 	182 213 224 220
LLC	226 213 248 220
Exempt 	757 218 797 226
payee 	800 218 831 226
code 	834 218 859 226
(	860 218 863 226
if 	864 218 870 226
any	872 218 891 226
)	888 218 892 226
☐	125 228 139 238
T	707 231 720 238
Exemption 	757 247 814 255
from 	812 247 839 255
FATCA 	844 247 879 255
reporting	883 247 929 255
☐	125 282 139 291
Limited 	147 230 186 240
liability 	189 230 223 240
company	226 230 273 240
. 	274 230 276 240
Enter 	279 230 306 240
the 	309 230 325 240
tax 	328 230 343 240
classification 	346 230 411 240
(	414 231 418 240
C	418 231 425 240
=	427 231 432 240
C 	433 231 441 240
corporation	444 231 502 240
, 	502 231 504 240
S	508 231 516 240
=	516 231 521 240
S 	522 231 530 240
corporation	533 231 590 240
, 	591 231 594 240
P	598 231 605 240
=	605 231 611 240
Partnership	612 231 669 240
)	669 231 672 240
Note	146 243 174 252
: 	172 243 176 252
Check 	179 243 213 252
the 	215 243 231 252
appropriate 	234 243 293 252
box 	296 243 315 252
in 	319 243 326 252
the 	330 243 346 252
line 	349 243 367 252
above 	370 243 401 252
for 	403 243 417 252
the 	420 243 436 252
tax 	439 243 455 252
classification 	458 243 523 253
of 	527 244 537 253
the 	540 244 555 253
single	559 244 588 253
-	589 244 592 253
member 	593 244 634 253
owner	638 244 669 253
. 	669 244 671 253
Do 	678 244 693 253
not 	696 244 713 253
check	715 244 747 253
LLC 	148 253 169 261
if 	173 253 180 261
the 	181 253 197 261
LLC 	200 253 221 261
is 	224 253 232 261
classified 	236 253 281 261
as 	285 253 297 261
a 	300 253 306 261
single	309 253 339 261
-	339 253 342 261
member 	344 253 386 261
LLC 	388 253 408 261
that 	412 253 431 261
is 	435 253 442 261
disregarded 	446 253 506 261
from 	509 253 532 261
the 	536 253 552 261
owner 	555 253 587 261
unless 	589 253 622 261
the 	625 253 641 261
owner 	644 253 675 261
of 	678 253 689 261
the 	691 253 707 261
LLC 	710 253 731 261
is	735 253 743 261
another 	147 262 186 270
LLC 	190 262 210 270
that 	212 262 233 270
is 	236 262 244 270
not 	248 262 265 270
disregarded 	268 262 328 270
from 	331 262 355 270
the 	358 262 374 270
owner 	377 262 408 271
for 	411 262 425 271
U.S. 	428 262 449 271
federal 	453 262 486 271
tax 	491 262 506 271
purposes	509 262 556 271
. 	558 262 560 271
Otherwise	562 262 613 271
, 	614 263 616 271
a 	620 263 626 271
single	630 263 659 271
-	660 263 663 271
member 	664 263 706 271
LLC 	709 263 729 271
that	732 263 751 271
is 	147 271 160 279
disregarded 	158 271 220 279
from 	223 271 246 279
the 	249 271 265 279
owner 	268 271 300 279
should 	302 271 336 279
check 	339 271 370 279
the 	372 271 389 279
appropriate 	392 271 450 279
box 	453 271 472 279
for 	476 271 489 279
the 	493 271 508 279
tax 	512 271 527 279
classification 	531 271 595 280
of 	599 272 608 280
its 	611 272 622 280
owner	627 272 658 280
.	659 272 662 280
Other 	146 284 177 293
(	177 284 183 293
see 	182 284 201 293
instructions	204 284 261 293
) 	261 284 264 293
►	266 284 276 293
5 	118 295 128 304
Address 	130 295 173 304
(	176 295 179 304
number	180 295 219 304
, 	219 295 221 304
street	225 295 254 304
, 	254 295 255 304
and 	259 295 279 304
apt	281 295 298 304
. 	299 295 301 304
or 	305 295 315 304
suite 	318 295 341 304
no	345 295 357 304
.	359 295 360 304
) 	361 295 363 304
See 	367 295 386 304
instructions	390 295 449 304
.	448 295 450 304
3 	118 311 126 321
Half 	130 311 157 321
Moon 	161 311 199 321
Apartments	204 311 283 321
, 	285 311 287 321
Town 	293 311 330 321
Hall 	335 311 360 321
Yard	366 311 397 321
6 	118 324 127 331
City	130 324 152 331
, 	152 324 154 331
state	158 324 183 331
, 	183 324 185 331
and 	189 324 207 331
ZIP 	210 324 228 331
code	232 324 256 331
Retford	119 338 169 348
, 	170 338 172 348
Nottinghamshire	179 338 292 348
, 	293 338 296 348
DN22 	302 338 337 348
6DU	343 338 370 348
7 	116 350 126 359
List 	130 350 148 359
account 	151 350 192 359
number	195 350 234 359
(	234 350 237 359
s	236 350 242 359
) 	242 350 245 359
here 	248 350 271 359
(	273 350 276 359
optional	277 350 317 359
)	317 350 321 359
Part 	85 379 124 387
I	123 379 126 387
Taxpayer 	167 378 237 390
Identification 	243 378 341 390
Number 	348 378 408 390
(	412 378 418 390
TIN	417 378 443 390
)	444 379 447 390
008301136082EUR	466 367 594 375
code 	760 259 790 267
(	787 259 792 267
if 	792 259 798 267
any	800 259 820 267
)	817 259 822 267
(	756 286 764 292
Applies 	758 286 792 292
to 	790 286 797 292
accounts 	799 286 832 292
maintained 	835 286 876 292
outside 	877 286 904 292
the 	906 286 918 292
U.S.	919 286 935 292
)	935 286 938 292
Requester's 	654 298 714 307
name 	718 298 745 307
and 	749 298 769 307
address 	772 298 812 307
(	813 298 818 307
optional	818 298 858 307
)	859 298 862 307
Enter 	76 393 108 403
your 	111 393 137 403
TIN 	140 393 160 403
in 	163 393 173 403
the 	178 393 196 403
appropriate 	199 393 266 403
box	269 393 292 403
. 	291 393 293 403
The 	298 393 320 403
TIN 	323 393 343 403
provided 	348 393 398 403
must 	402 393 431 403
match 	434 393 469 403
the 	474 393 492 403
name 	496 393 528 403
given 	531 393 562 403
on 	566 393 580 403
line 	584 393 604 403
1 	609 393 612 403
to 	619 393 629 403
avoid	633 393 665 403
backup 	78 404 121 414
withholding	124 404 190 414
. 	191 404 194 414
For 	198 404 217 414
individuals	221 404 281 414
, 	281 404 283 414
this 	289 404 309 414
is 	312 404 321 414
generally 	325 404 377 414
your 	381 404 406 414
social 	411 404 443 414
security 	447 404 492 414
number 	497 404 540 414
(	544 404 547 414
SSN	547 404 572 414
)	573 404 576 414
. 	577 404 580 414
However	585 404 634 414
, 	634 404 637 414
for 	643 404 657 414
a	662 404 668 414
resident 	79 414 124 424
alien	128 414 154 424
, 	155 414 157 424
sole 	161 414 185 424
proprietor	189 414 245 424
, 	246 414 248 424
or 	253 414 264 424
disregarded 	268 414 337 424
entity	340 414 372 424
, 	372 414 374 424
see 	379 414 399 424
the 	403 414 421 424
instructions 	425 414 491 424
for 	496 414 511 424
Part 	515 414 538 424
I	541 414 545 424
, 	546 414 548 424
later	552 414 577 424
. 	578 414 581 424
For 	585 414 604 424
other	607 415 638 424
entities	76 424 119 435
, 	118 424 121 435
it 	124 424 133 435
is 	136 424 146 435
your 	149 424 174 435
employer 	179 424 232 435
identification 	236 424 308 435
number 	313 424 356 435
(	361 424 364 435
EIN	364 424 383 435
)	384 424 387 435
. 	389 424 390 435
If 	394 424 402 435
you 	405 424 425 435
do 	430 424 444 435
not 	449 424 467 435
have 	471 424 498 435
a 	502 424 509 435
number	513 424 557 435
, 	558 424 560 435
see 	565 424 584 435
How 	588 424 615 435
to 	619 424 629 435
get 	633 424 652 435
a	656 424 662 435
TIN	77 435 97 442
, 	96 435 100 442
later	104 435 130 442
.	131 435 133 442
Note	76 448 107 457
: 	105 448 110 457
If 	114 448 122 457
the 	125 448 143 457
account 	146 448 193 457
is 	196 448 207 457
in 	210 448 219 457
more 	224 448 252 457
than 	256 448 281 457
one 	286 448 307 457
name	311 448 342 457
, 	342 448 345 457
see 	350 448 370 457
the 	374 448 391 457
instructions 	396 448 462 457
for 	466 448 481 457
line 	484 448 505 457
1. 	509 448 518 457
Also 	522 448 547 457
see 	552 448 572 457
What 	575 448 606 457
Name 	609 448 642 457
and	647 448 668 457
Number 	76 459 124 468
To 	127 459 142 468
Give 	144 459 171 468
the 	175 459 193 468
Requester 	197 459 256 468
for 	259 459 275 468
guidelines 	279 459 336 468
on 	340 459 355 468
whose 	358 459 396 468
number 	400 459 444 468
to 	448 459 459 469
enter	462 459 493 469
.	491 459 494 469
Social 	700 395 732 402
security 	737 395 779 402
number	783 395 824 402
448	698 417 757 425
or	692 439 708 444
05	791 418 827 425
7054	862 418 944 425
Employer 	698 450 751 457
identification 	754 450 824 457
number	828 450 869 457
Part 	81 489 124 497
II	120 489 129 497
Certification	166 489 259 498
Under 	76 503 113 513
penalties 	116 503 168 513
of 	171 503 183 513
perjury	187 503 226 513
, 	227 503 229 513
I 	233 503 238 513
certify 	240 503 276 513
that	279 503 301 513
:	300 503 304 513
1. 	77 517 88 527
The 	91 517 114 527
number 	117 517 161 527
shown 	164 517 202 527
on 	207 517 220 527
this 	224 517 244 527
form 	248 517 274 527
is 	279 517 287 527
my 	292 517 309 527
correct 	312 517 353 527
taxpayer 	357 517 406 527
identification 	410 517 483 527
number 	488 517 532 527
(	535 517 540 527
or 	539 517 550 527
I 	555 517 558 527
am 	561 517 578 527
waiting 	582 517 623 527
for 	628 517 643 527
a 	647 517 653 527
number 	657 517 701 527
to 	706 517 716 527
be 	720 517 734 527
issued 	739 517 776 527
to 	779 517 791 527
me	794 517 813 527
)	812 517 816 527
; 	816 517 819 527
and	823 517 845 527
2. 	76 528 89 539
I 	92 528 95 539
am 	98 528 117 539
not 	120 528 139 539
subject 	142 528 184 539
to 	187 528 199 539
backup 	203 528 245 539
withholding 	249 528 315 539
because	320 528 368 539
: 	368 528 371 539
(	375 528 379 539
a	379 528 386 539
) 	386 528 389 539
I 	393 528 396 539
am 	400 528 417 539
exempt 	421 528 464 539
from 	468 528 494 539
backup 	499 528 541 539
withholding	545 528 611 539
, 	612 528 615 539
or 	619 528 631 539
(	633 528 637 539
b	637 528 645 539
) 	644 528 647 539
I 	651 528 655 539
have 	659 528 686 539
not 	690 528 709 539
been 	712 528 741 539
notified 	745 528 787 539
by 	791 528 806 539
the 	809 528 828 539
Internal 	831 528 873 539
Revenue	879 528 929 539
Service 	92 539 135 549
(	135 539 140 549
IRS	140 539 162 549
) 	160 539 164 549
that 	168 539 191 549
I 	193 539 197 549
am 	202 539 219 549
subject 	223 539 265 549
to 	268 539 280 549
backup 	284 539 326 549
withholding 	330 539 396 549
as 	400 539 414 549
a 	417 539 424 549
result 	428 539 460 549
of 	464 539 475 549
a 	478 539 485 549
failure 	489 539 523 549
to 	527 539 538 549
report 	543 539 577 549
all 	580 539 593 549
interest 	597 539 639 549
or 	644 539 655 549
dividends	659 539 713 549
, 	715 539 716 549
or 	722 539 733 549
(	737 539 741 549
c	740 539 747 549
) 	747 539 750 549
the 	754 539 772 549
IRS 	774 539 797 549
has 	801 539 820 549
notified 	825 539 867 549
me 	871 539 889 549
that 	893 539 916 550
I 	919 539 922 550
am	926 539 944 550
no 	92 549 107 559
longer 	108 549 146 559
subject 	149 549 192 559
to 	195 549 207 559
backup 	210 549 253 559
withholding	256 549 323 559
; 	324 549 326 559
and	330 549 352 559
3. 	76 564 88 573
I 	91 564 94 573
am 	98 564 116 573
a 	120 564 127 573
U.S. 	130 564 154 573
citizen 	159 564 195 573
or 	199 564 211 573
other 	215 564 244 573
U.S. 	248 564 271 573
person 	277 564 315 573
(	320 564 323 573
defined 	323 564 366 573
below	370 564 405 573
)	403 564 407 573
; 	409 564 411 573
and	415 564 437 573
4. 	74 577 87 588
The 	90 577 113 588
FATCA 	118 577 158 588
code	161 577 190 588
(	189 577 193 588
s	193 577 199 588
) 	199 577 202 588
entered 	206 577 250 588
on 	254 577 268 588
this 	272 577 292 588
form 	296 577 322 588
(	326 577 330 588
if 	330 577 337 588
any	340 577 360 588
) 	358 577 363 588
indicating 	367 577 422 588
that 	427 577 449 588
I 	452 577 455 588
am 	460 577 478 588
exempt 	481 577 524 588
from 	528 577 554 588
FATCA 	560 577 599 588
reporting 	604 577 654 588
is 	659 578 668 588
correct	672 578 712 588
.	713 578 716 588
Certification 	76 592 148 602
instructions	151 592 221 602
. 	221 592 223 602
You 	227 592 249 602
must 	254 592 280 602
cross 	284 592 314 602
out 	318 592 335 602
item 	337 592 361 602
2 	365 592 372 602
above 	376 592 409 602
if 	413 592 419 602
you 	422 592 442 602
have 	446 592 472 602
been 	476 592 502 602
notified 	507 592 546 602
by 	551 592 563 602
the 	567 592 584 602
IRS 	587 592 607 602
that 	610 592 632 602
you 	635 592 655 602
are 	659 592 676 602
currently 	680 592 727 602
subject 	731 592 770 602
to 	775 592 785 602
backup 	789 592 829 602
withholding 	834 592 896 602
because	900 592 947 603
you 	76 602 96 613
have 	99 602 126 613
failed 	130 602 160 613
to 	162 602 173 613
report 	177 602 209 613
all 	213 602 225 613
interest 	227 602 269 613
and 	273 602 293 613
dividends 	296 602 349 613
on 	353 602 366 613
your 	370 602 395 613
tax 	398 602 415 613
return	418 602 449 613
. 	450 602 452 613
For 	458 602 475 613
real 	480 602 497 613
estate 	502 602 535 613
transactions	538 602 606 613
, 	607 602 609 613
item 	613 602 636 613
2 	640 602 647 613
does 	650 602 677 613
not 	681 603 698 613
apply	702 603 732 613
. 	733 603 735 613
For 	740 603 758 613
mortgage 	762 603 814 613
interest 	816 603 858 613
paid	861 603 886 613
,	886 603 891 613
acquisition 	77 612 135 623
or 	139 612 150 623
abandonment 	154 612 230 623
of 	234 612 245 623
secured 	248 612 291 623
property	295 612 341 623
, 	342 612 344 623
cancellation 	348 612 413 623
of 	417 612 428 623
debt	431 612 456 623
, 	456 612 458 623
contributions 	463 612 534 623
to 	538 613 549 623
an 	552 613 565 623
individual 	569 613 620 623
retirement 	625 613 680 623
arrangement 	684 613 753 623
(	756 613 760 623
IRA	760 613 780 623
)	778 613 782 623
, 	784 613 786 623
and 	790 613 810 623
generally	814 613 864 623
, 	864 613 867 623
payments	870 613 925 623
other 	76 623 105 633
than 	108 623 132 633
interest 	135 623 177 633
and 	180 623 200 633
dividends	204 623 256 633
, 	258 623 259 633
you 	263 623 283 633
are 	287 623 304 633
not 	308 623 325 633
required 	330 623 374 633
to 	377 623 388 633
sign 	392 623 414 633
the 	418 623 436 633
certification	439 623 502 633
, 	503 623 505 633
but 	509 623 527 633
you 	530 623 551 633
must 	555 623 582 633
provide 	585 623 625 633
your 	629 623 654 633
correct 	657 623 696 633
TIN	699 623 718 633
. 	719 623 721 633
See 	725 623 747 633
the 	750 623 767 633
instructions 	772 623 835 633
for 	838 623 853 633
Part 	857 623 879 633
II	881 623 888 633
, 	889 623 892 633
later	895 623 920 633
.	919 623 922 633
Sign	74 640 111 650
Signature 	142 645 197 653
of	199 645 211 653
Here 	74 651 116 659
U.S. 	142 654 167 662
person 	169 654 208 662
►	207 654 219 662
Jom 	226 642 282 660
oun	291 642 353 660
General 	76 673 159 686
Instructions	168 673 294 686
Section 	76 694 120 702
references 	124 694 185 702
are 	188 694 207 702
to 	210 694 221 702
the 	224 694 243 702
Internal 	246 694 288 702
Revenue 	293 694 343 702
Code 	347 694 378 702
unless 	382 694 418 702
otherwise	422 694 479 702
noted	74 704 110 711
.	107 704 112 711
Future 	76 718 116 728
developments	120 718 207 728
. 	207 718 209 728
For 	214 718 233 728
the 	236 718 254 728
latest 	256 718 289 728
information 	293 718 357 728
about 	362 718 395 728
developments	398 718 480 728
related 	75 728 116 738
to 	120 728 131 738
Form 	135 728 164 738
W	167 728 180 738
-	180 728 185 738
9 	185 728 192 738
and 	196 728 217 738
its 	221 728 234 738
instructions	239 728 305 738
, 	305 728 308 738
such 	312 728 339 738
as 	343 728 356 738
legislation 	361 728 417 738
enacted	422 728 468 738
after 	75 738 103 748
they 	105 738 131 748
were 	133 738 162 748
published	165 738 222 748
, 	223 738 225 748
go 	229 738 243 748
to 	248 738 259 748
www.irs.gov/FormW9	262 738 387 748
.	387 738 390 748
Purpose 	76 756 152 768
of 	159 756 177 768
Form	184 756 229 768
An 	73 773 97 783
individual 	95 773 149 783
or 	153 773 165 783
entity 	168 773 200 783
(	203 773 208 783
Form 	207 773 236 783
W	240 773 253 783
-	253 773 257 783
9 	258 773 265 783
requester	269 773 323 783
) 	323 773 326 783
who 	330 773 354 783
is 	357 774 368 783
required 	371 774 418 783
to 	422 774 434 783
file 	437 774 453 783
an	457 774 472 783
information 	73 784 140 794
return 	145 784 178 794
with 	182 784 206 794
the 	209 784 227 794
IRS 	232 784 252 794
must 	256 784 283 794
obtain 	287 784 323 794
your 	327 784 353 794
correct 	356 784 397 794
taxpayer	400 784 450 794
identification 	73 794 149 804
number 	154 794 198 804
(	201 794 207 804
TIN	204 794 223 804
) 	224 794 228 804
which 	231 794 264 804
may 	269 794 293 804
be 	297 794 311 804
your 	314 794 340 804
social 	344 794 376 804
security 	381 794 425 804
number	430 794 474 804
(	73 804 80 814
SSN	79 804 105 814
)	105 804 109 814
, 	109 804 112 814
individual 	114 804 170 814
taxpayer 	173 804 224 814
identification 	228 804 301 814
number 	305 804 349 814
(	352 804 356 814
ITIN	356 804 378 814
)	379 804 382 814
, 	383 804 385 814
adoption	389 804 440 814
taxpayer 	76 815 126 825
identification 	130 815 202 825
number 	207 815 251 825
(	254 815 257 825
ATIN	257 815 285 825
)	286 815 289 825
, 	290 815 292 825
or 	297 815 308 825
employer 	312 815 366 825
identification 	370 815 442 825
number	446 815 491 825
(	74 825 80 835
EIN	79 825 98 835
)	98 825 103 835
, 	101 825 105 835
to 	111 825 122 835
report 	126 825 160 835
on 	164 825 178 835
an 	182 825 196 835
information 	199 825 264 835
return 	268 825 302 835
the 	305 825 323 835
amount 	327 825 371 835
paid 	374 825 399 835
to 	403 825 415 835
you	418 825 439 835
, 	440 825 442 835
or 	446 825 459 835
other	462 825 493 835
amount 	74 836 121 844
reportable 	123 836 182 844
on 	186 836 200 844
an 	204 836 218 844
information 	221 836 286 844
return	291 836 323 844
. 	325 836 327 844
Examples 	331 836 387 844
of 	391 836 403 844
information	406 836 471 844
returns 	76 846 116 855
include	119 846 161 855
, 	162 846 164 855
but 	168 846 188 855
are 	191 846 209 855
not 	213 846 231 855
limited 	234 846 273 855
to	277 846 288 855
, 	289 846 290 855
the 	295 846 314 855
following	317 846 369 855
.	369 846 374 855
• 	75 859 83 868
Form 	86 859 116 868
1099	120 859 148 868
-	149 859 152 868
